location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope
namibia,16.034927821533458,-24.910282828634333,0.06569858640432358,0.016402855853543556,0.010040740692230233,3514.5,3002.6,4419.25,4034.5714285714284,0,222.05499267578125,3258.55,0.07854720950126648,1043,0.8587210774421692
namibia,16.05289412721585,-24.910282828634333,0.06713952869176865,0.019112487142413332,0.010838266190203573,3575.708333333333,3012.0,4526.833333333334,4114.25,0,196.67953491210938,3293.8541666666665,0.08556971698999405,1055,1.391555666923523
namibia,16.07086043289824,-24.910282828634333,0.061955008655786514,0.015458350117091282,0.010633348240910417,3306.6666666666665,2789.0,4458.333333333333,3746.5,0,231.1256103515625,3047.833333333333,0.08492371439933777,1068,4.2409186363220215
namibia,15.909163681756727,-24.89231652295194,0.06391676515340805,0.005873520405993622,0.01747546510443701,3529.5,2936.75,4297.0,4131.0,0,71.26171875,3233.125,0.0916682779788971,932,2.0742461681365967
namibia,15.927129987439116,-24.89231652295194,0.05817592516541481,0.005518903154877833,0.015151454158387074,3525.5,2945.0,4234.5,3988.0,0,3.9416685104370117,3235.25,0.08971486240625381,914,0.23242124915122986
namibia,15.945096293121507,-24.89231652295194,0.06267252564430237,0.0058911055766721595,0.013095286680158772,3509.0,2944.0,4260.0,3998.0,0,254.31753540039062,3226.5,0.08755617588758469,931,0.6969414949417114
namibia,15.963062598803898,-24.89231652295194,0.05762664973735809,0.00865930480386588,0.009035255569080986,3324.5,2833.5,4029.0,3800.0,0,262.9883117675781,3079.0,0.07973367720842361,956,0.9496541023254395
namibia,15.981028904486289,-24.89231652295194,0.05606445297598839,0.010164008972209398,0.009003865103579688,3239.0,2768.0,3890.0,3674.0,0,277.3832702636719,3003.5,0.07840852439403534,990,1.0148550271987915
namibia,15.998995210168678,-24.89231652295194,0.05501673370599747,0.008696127263238894,0.009184586098458168,2903.75,2501.714285714286,3537.333333333333,3272.25,0,215.82362365722656,2702.732142857143,0.07437579333782196,1019,1.5010106563568115
namibia,16.01696151585107,-24.89231652295194,0.06423881649971008,0.012525827305779468,0.009340993810125113,3839.0,3263.375,4668.0,4348.0,0,223.5255584716797,3551.1875,0.08104683458805084,1045,1.2989438772201538
namibia,16.034927821533458,-24.89231652295194,0.06906446069478989,0.017240810343291002,0.011600332566966293,3619.4,3035.8333333333335,4540.666666666667,4140.0,0,230.7222442626953,3327.616666666667,0.08768538385629654,1075,1.2588201761245728
namibia,16.05289412721585,-24.89231652295194,0.06937552243471146,0.017490662020685104,0.011889863435908282,3331.0,2784.25,4164.5,3634.6666666666665,0,241.80909729003906,3057.625,0.08940763026475906,1106,2.391400098800659
namibia,16.07086043289824,-24.89231652295194,0.07412371039390564,0.020413370181299507,0.011115532557942426,3500.5,2879.3,4426.0,3989.5,0,243.71319580078125,3189.9,0.09736981987953186,1207,3.594850778579712
namibia,15.909163681756727,-24.87435021726955,0.06058111786842346,0.007111774586994662,0.018916718911845848,2989.5,2493.5,3567.0,3428.6666666666665,0,82.50422668457031,2741.5,0.09046142548322678,918,2.109758138656616
namibia,15.927129987439116,-24.87435021726955,0.04809200018644333,0.006685409262452419,0.01617473563295967,2532.0,2156.0,2992.5,2804.0,0,278.9657897949219,2344.0,0.08020477741956711,914,0.3719558119773865
namibia,15.945096293121507,-24.87435021726955,0.046487584710121155,0.008386974397663803,0.013616237375593646,2555.0,2209.0,3019.0,2865.0,0,228.32852172851562,2382.0,0.07262804359197617,941,1.1333056688308716
