location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5
namibia,15.945096293121509,-24.89231652295194,0.0626725256443023,0.0058911055766721,0.0130952866801587,3509.0,2944.0,4260.0,3998.0,0,254.31753540039065,3226.5,0.0875561758875846,931,0.6969414949417114,1.8875780937037754,-1.8430536283318777,0.21793535257527946,-0.8127358616317499,0.36127349107911905
namibia,15.963062598803898,-24.89231652295194,0.057626649737358,0.0086593048038658,0.0090352555690809,3324.5,2833.5,4029.0,3800.0,0,262.9883117675781,3079.0,0.0797336772084236,956,0.9496541023254396,1.5940031949811762,-2.1357237614268265,0.3107041679747053,-0.539367500468569,0.08691274137251874
namibia,15.981028904486289,-24.89231652295194,0.0560644529759883,0.0101640089722093,0.0090038651035796,3239.0,2768.0,3890.0,3674.0,0,277.3832702636719,3003.5,0.0784085243940353,990,1.0148550271987915,1.3966407392451465,-2.283713171220972,0.4243066125334224,-0.46667192681734787,0.002909529021188198
namibia,15.998995210168678,-24.89231652295194,0.0550167337059974,0.0086961272632388,0.0091845860984581,2903.75,2501.714285714286,3537.333333333333,3272.25,0,215.82362365722656,2702.732142857143,0.0743757933378219,1019,1.5010106563568115,0.7654217275580951,-2.681350338200226,-0.06919912403315355,0.20610509144420217,-0.2471154439805956
namibia,16.01696151585107,-24.89231652295194,0.06423881649971,0.0125258273057794,0.0093409938101251,3839.0,3263.375,4668.0,4348.0,0,223.5255584716797,3551.1875,0.0810468345880508,1045,1.2989438772201538,2.9007018939489133,-1.828289234517228,0.13161226904428538,-0.16440347197185726,0.2620233636658086
namibia,16.034927821533458,-24.89231652295194,0.0690644606947898,0.017240810343291,0.0116003325669662,3619.4,3035.8333333333335,4540.666666666667,4140.0,0,230.7222442626953,3327.616666666667,0.0876853838562965,1075,1.2588201761245728,2.3819467265569276,-1.7629559950526037,0.22868076900713757,-0.05184743061895597,0.12187023327437767
namibia,16.05289412721585,-24.89231652295194,0.0693755224347114,0.0174906620206851,0.0118898634359082,3331.0,2784.25,4164.5,3634.6666666666665,0,241.80909729003903,3057.625,0.089407630264759,1106,2.391400098800659,1.7842029149803924,-2.4604103213089723,0.4390878370649846,1.166113007632944,-0.21712805993545783
namibia,16.07086043289824,-24.89231652295194,0.0741237103939056,0.0204133701812995,0.0111155325579424,3500.5,2879.3,4426.0,3989.5,0,243.71319580078125,3189.9,0.0973698198795318,1207,3.594850778579712,2.441772069118771,-2.788670326360186,0.6803590030568426,2.3980068691893286,-0.25926707652737685
namibia,15.909163681756729,-24.87435021726955,0.0605811178684234,0.0071117745869946,0.0189167189118458,2989.5,2493.5,3567.0,3428.6666666666665,0,82.50422668457031,2741.5,0.0904614254832267,918,2.109758138656616,0.8829362772899823,-2.395942281156293,-1.0558502664005205,1.0766288175178798,-0.2162293090223659
namibia,15.927129987439116,-24.87435021726955,0.0480920001864433,0.0066854092624524,0.0161747356329596,2532.0,2156.0,2992.5,2804.0,0,278.9657897949219,2344.0,0.0802047774195671,914,0.3719558119773865,-0.5185859408788397,-2.544634146023193,0.2013113757496769,-1.000016398673123,-0.19885444043109965
